ch_0,ch_1,ch_2,ch_3,ch_4
2.0697,1.8364,-0.12339,-0.73323,0.87215
-1.6963,0.057361,0.23226,-0.53601,-2.5424
1.0482,-2.1414,0.27308,-2.3465,-2.2083
-2.3435,-1.1043,-2.8517,-1.5941,0.87918
-0.2578,0.98278,-0.11348,-2.7726,-1.7804
-1.8402,-1.5402,-3.6198,-2.0212,-3.4008
1.8822,-0.32546,0.039974,2.586,1.9312
0.7185,0.62288,2.7148,5.3701,3.7702
-0.73615,-2.0664,-3.7087,0.50466,-2.5211
-2.3513,-0.51466,-0.069015,-3.2176,-3.0207
0.44332,2.024,0.052232,0.46105,-0.43397
3.5817,3.3013,3.1009,-2.2176,-0.11755
2.4329,-0.080028,4.5305,1.43,4.3846
1.2604,4.3222,2.2406,-0.85863,1.8142
-1.3351,-2.2333,2.9502,4.8037,1.4955
-1.3554,-2.2101,-2.5576,-2.3686,-4.2493
1.7378,-1.8653,0.74429,1.7933,1.6384
-3.2913,-1.0708,-1.9077,-0.96142,-1.3399
1.3749,1.6066,3.1506,-0.52537,2.6845
1.5331,0.64973,-0.014569,-0.13867,-0.94932
-3.4046,-5.3402,0.011726,1.8637,0.55812
0.89483,0.56036,-1.7238,-0.4282,-0.11704
-0.77571,1.0079,-2.7402,-2.1234,-2.1347
0.085248,-2.114,-0.4825,1.3963,3.4005
-0.6499,-2.2655,1.2678,-0.9508,-0.92657
-2.5173,-1.9722,0.76186,0.10539,-5.3353
-1.8694,-0.71135,-6.1409,-3.8102,-4.0224
0.68114,-1.1151,3.1759,3.318,1.9084
-1.9773,-0.46576,-5.4922,-3.4831,-1.8031
-2.3504,-0.15132,-3.5191,-1.0993,-1.0882
-1.4545,0.32492,-0.20427,-0.33811,0.78413
5.2001,4.2846,2.9357,2.4056,3.2537
0.092393,1.5551,1.0925,-0.44166,-0.74393
0.82127,-0.87047,0.69893,2.2313,4.1036
0.3284,-0.20588,-0.6448,1.1842,-2.7802
1.5009,0.72891,0.42584,0.731,-2.2207
3.894,5.291,5.5499,2.0942,3.8655
-2.8786,-0.13054,-3.0318,-1.6043,-2.6524
-1.6887,-0.3184,0.81098,-1.1784,3.789
-0.31108,0.47362,1.849,4.0309,3.2837
-0.053228,4.335,2.2801,1.1296,3.5708
-1.4044,1.5739,0.58175,-3.6592,-0.77591
-1.2108,-2.3337,0.43686,-1.0052,-2.288
-1.305,-6.1008,-5.4759,-3.6462,-2.9968
3.5141,0.2489,3.1931,3.917,1.179
-0.52206,-3.5367,-1.0135,2.0593,-0.57038
-0.85446,-0.49966,-0.84839,-2.1922,2.0572
-4.0588,-2.491,-0.77926,0.12441,-5.9655
-2.9326,-1.3625,-4.998,-4.2924,-3.4207
-1.4057,-1.4307,-0.70082,0.79303,3.3414
-2.5097,1.6646,-1.395,-0.42247,-0.18611
1.2127,-0.40187,-0.66628,-0.3763,0.83851
8.5758,2.4794,3.7481,1.3527,0.63065
1.3396,2.4729,0.10429,2.0389,-1.4916
-1.8632,-0.020095,2.0956,-1.2283,-0.073123
2.6494,1.4034,2.0417,4.9409,6.2305
1.2425,2.796,5.9727,1.124,-0.75671
-0.059123,1.1902,-0.70638,-2.0868,2.9082
-0.2946,1.4169,-0.65525,0.57587,-0.97137
0.50008,1.3221,3.8888,-0.030649,2.7674
-2.3,0.25432,-4.7272,-0.11747,0.33727
1.8482,1.5031,-0.60133,-0.68676,-0.016353
0.90033,-1.9366,-5.1003,-0.047841,-1.5214
-1.9469,-4.559,0.1437,-4.1444,2.1175
-3.6474,-2.5565,-4.3339,-1.3141,-4.4028
-1.1996,0.049715,-0.094117,0.44085,-0.63709
-1.8803,0.75421,-1.1872,-2.5558,-4.5142
-0.64189,-1.1179,2.6576,1.8007,-0.61246
1.7628,2.2703,0.80891,2.4601,0.51442
-1.5595,0.60073,0.8374,-0.59099,-0.14806
1.1999,-0.92598,0.45962,-0.47728,-0.77353
1.8006,1.0795,4.8132,2.8557,7.2954
3.1634,5.533,0.43774,1.458,2.078
-4.344,-1.7658,-4.3145,-1.9392,-3.0039
0.94045,-0.16298,1.8179,2.4175,2.5278
2.7015,2.3646,2.3521,1.4101,2.4001
-3.3479,-3.897,-4.0847,-1.9945,-2.9247
-1.8589,-0.36117,-2.3213,2.6576,1.2305
5.1879,3.3346,4.6888,3.4158,4.8093
-4.6965,-4.0458,-5.0031,-3.0855,-8.2977
1.4453,-0.63684,2.317,1.0394,1.8108
-1.3903,0.057398,-1.3115,-2.655,-2.3301
-2.0653,-0.6364,-0.24498,-1.1087,1.4824
-2.2506,-0.58638,-1.0597,-1.5346,-3.7938
-4.6833,-0.85621,-2.9741,-1.887,-0.081779
-1.8997,-0.91151,0.96407,-0.53386,0.60872
1.489,1.7917,1.6086,2.1441,-0.27663
3.1897,0.87069,2.7987,-0.014692,-0.71219
-3.3853,-1.4161,-0.28715,-0.77154,0.12197
-1.2652,-0.068993,-4.1712,-4.1529,-6.7092
1.0791,-1.7617,0.72488,0.763,5.7166
5.7847,5.3277,2.3703,1.7903,2.3985
0.9442,0.46808,3.007,1.5062,1.4888
1.6097,2.5182,-0.39774,-0.66478,-1.9438
-1.7116,-2.6654,-0.51743,-0.15733,-2.7698
-2.6876,-2.3128,-2.7752,-0.57188,0.91158
2.663,-0.061713,2.6516,2.7322,4.0931
0.96933,0.43272,-0.99946,1.8812,-1.545
1.8924,-0.53425,-1.5701,0.93907,-0.46129
0.87792,1.0361,-0.080594,0.66786,0.33785
4.8628,1.0803,7.5007,4.7743,5.7233
1.102,0.90962,1.5277,3.0679,1.0144
-2.6922,-0.64516,-4.1013,-0.050307,0.49583
1.4878,-1.824,1.1721,2.4081,0.059987
-0.11258,0.8518,2.9955,2.3207,3.2856
1.0141,3.0288,1.6506,0.045882,1.3308
-0.94103,2.7926,-0.8444,-2.0113,-1.4619
-1.3408,-3.0902,-3.9023,-4.0423,-3.5485
-0.0057902,-2.7265,-1.0884,0.40503,1.461
-2.4064,0.9666,-0.43137,-2.4525,1.2413
-0.48011,0.32638,0.49732,-1.0454,-2.1784
1.6197,-4.3946,6.3627,6.1498,4.2259
-0.23266,-1.1985,-1.5551,-3.4896,-4.8608
0.51687,1.9121,1.9329,-1.8582,-0.29746
1.3125,2.5753,3.3149,-1.497,2.6647
3.0928,2.0603,2.0276,-0.36198,0.85736
2.2874,2.3854,2.7249,1.8284,3.9863
-3.883,-2.3379,-1.3148,1.0187,-0.17852
-1.9871,-3.2352,0.20612,0.74481,-2.8586
-4.1547,-6.3898,-3.2279,-1.309,-3.96
0.24798,-2.9717,-3.895,-1.2395,2.8733
-2.0097,4.1678,1.7522,-1.4415,-0.68644
0.34462,1.6438,-0.76838,-1.245,-0.86804
-2.7522,-3.9876,-5.0326,0.5112,-3.2145
2.3046,-0.03226,1.2622,0.8927,1.9458
1.5856,0.87909,1.0504,1.1195,-1.4842
5.8709,5.0858,4.0153,4.4568,2.7875
-4.8185,-0.86534,-4.5045,-3.5423,-5.293
2.4684,3.074,3.0378,4.5314,6.3373
-3.723,-5.5689,-2.2601,1.9971,0.67183
-0.45847,-1.5789,0.29154,-1.6903,-1.8996
6.4135,2.8485,4.1824,2.9362,2.2052
0.84558,-0.97945,-1.3597,-6.7269,-4.6575
-2.2874,2.5358,3.4358,-2.2705,1.1095
-0.54417,-0.26655,-0.021801,0.12836,-0.91054
-0.25091,2.7409,-0.8461,-0.22354,-0.19867
-3.0598,-3.7216,-2.9523,0.77304,0.79838
5.9508,2.7568,1.9056,1.1359,5.2589
-1.9745,0.72241,0.97019,0.58197,-4.2038
-2.4469,-1.9247,-2.4761,-1.8416,-1.3457
2.8742,0.38153,2.8024,0.57316,3.3834
-0.92366,-0.95386,2.1813,3.0125,2.2148
0.93856,0.38434,1.0512,2.5681,-2.2272
-2.0983,-0.0028539,-4.3481,-2.1892,-0.59189
1.6684,1.7842,0.78241,1.8546,1.4744
0.77206,-2.065,-4.3733,1.7695,-0.53858
4.1945,-0.72014,3.3714,2.7425,1.4898
1.597,2.2856,1.8641,-0.72761,0.76129
-1.7372,-2.2126,-1.2121,-2.1772,-0.6211
0.99968,3.1539,1.468,-0.019933,0.79293
-2.8557,-4.5623,-5.3594,-0.61964,-6.8963
-5.0693,-1.1514,-3.3292,-2.8415,-2.2467
0.26024,-2.3969,0.62976,2.5557,1.793
-1.2824,-0.76724,3.8869,0.6035,-2.6787
-1.053,0.89608,-0.55112,-2.6789,-0.93882
1.7386,1.5363,2.6295,-0.65848,1.1431
0.58317,-2.395,-0.052706,-0.011372,-0.36239
-3.6569,-2.3121,-4.2125,-2.134,-2.9397
4.2266,-1.0453,1.903,1.158,3.3172
-0.85826,1.1756,1.4646,0.14891,-1.4875
3.2109,2.7991,-0.83929,1.4779,0.020283
-2.2752,0.13929,-2.4392,1.255,0.45825
1.2494,-0.97192,-0.50956,0.31687,2.7409
1.329,1.6844,1.2925,-1.8371,-2.0128
2.8201,2.9928,5.7024,0.11305,0.64662
6.0086,0.4506,-1.4362,-1.7573,0.58869
-3.8544,-1.1006,-2.3294,-4.5801,-4.3623
-1.1236,0.39094,1.1736,1.1774,-0.081136
-1.1318,-3.8411,0.09636,2.3471,0.0023533
-0.14147,0.24877,-0.95292,0.77339,0.57197
2.1078,1.6787,0.065503,-1.1414,0.35889
-2.9217,0.65912,-0.071445,0.12192,-0.49164
-0.56225,-0.62723,-0.70289,3.2044,2.0953
-1.6525,0.58941,-1.4536,2.0461,1.9637
3.2698,3.2288,1.6181,-0.42747,0.67668
-4.2866,-2.3501,-0.76363,-3.0612,-2.3379
1.6176,3.0469,4.4237,0.32267,3.2845
-3.1518,-4.2092,-4.1753,0.047288,-4.2935
1.4093,-2.0774,2.0387,-0.55387,0.46612
-0.21621,4.6126,1.8582,-0.207,2.0902
-0.84127,-3.5483,2.8227,-1.0596,-2.2949
1.974,0.62566,-2.4747,-1.1819,-0.18389
3.6557,-0.5607,-1.4774,-0.39151,0.17299
-5.178,-4.6174,-4.0581,-1.4499,-3.5461
0.58546,-3.6095,1.9797,4.658,1.1244
2.0282,-0.4324,2.4093,1.7316,0.90063
-1.2619,-1.1886,-5.5531,-0.21482,1.051
-1.4504,0.58914,1.3213,-3.2061,0.98591
3.0737,5.0565,1.914,3.8681,0.54367
-0.11416,1.4495,-1.7372,-2.6248,0.75896
-2.1539,0.75911,0.35516,0.40518,-0.38757
-0.15238,-1.4168,-0.55533,0.5188,-1.2759
-2.7967,-2.0091,-4.2996,-2.2083,-4.3351
2.4418,0.61508,3.3615,-0.68917,-2.8017
-0.14976,-0.44715,1.5599,-2.6259,-2.2725
4.9089,2.4353,2.9542,-0.5624,2.3939
-1.3675,-0.24894,-0.19172,-2.5874,-3.9859
2.6619,3.4211,2.4708,1.0259,4.9231
-0.7891,0.033751,0.010704,0.7513,2.0357
-0.67784,4.7701,2.0551,4.8323,2.3215
0.59013,0.83045,3.1333,-3.8514,1.6941
-0.74602,1.4468,-0.42685,-0.10097,-1.5559
2.3962,-0.82165,1.3869,2.7644,-0.21796
-1.2159,-2.1039,-1.6829,2.6829,-0.076767
-3.1127,-3.6334,-2.0218,-3.6432,-3.9334
0.56212,1.5251,0.015425,1.9932,2.1089
1.7995,1.0014,-0.55908,0.59982,1.4972
-1.5498,-4.4687,1.1827,1.6448,3.8965
0.11451,-0.14701,0.013638,2.9742,3.9638
-2.1397,-3.3162,-4.5866,-2.6605,-3.3703
1.0938,1.8391,2.9486,2.2667,1.9715
-2.2782,1.0786,0.40628,-3.2678,-0.74831
0.23508,0.51713,-1.8831,-1.68,-2.2933
4.2259,0.094107,0.98842,2.6271,-0.59432
-2.8185,-0.59826,-1.0455,0.35801,-1.1598
-0.3282,-1.9825,1.4375,2.619,1.5685
1.9792,-2.3423,-3.5574,-1.5306,-0.58446
-0.79564,0.15148,-1.0889,-2.5434,-1.4003
2.7106,1.6309,0.27521,1.5251,1.4691
-2.1413,-2.8245,2.8258,0.54918,0.11321
0.090149,2.8337,-1.4348,1.5657,2.4435
3.1416,2.8826,2.3408,1.2303,1.2353
4.1451,1.8519,4.8744,0.6656,-0.67083
1.5348,5.3595,-0.98594,0.92692,3.3523
-4.1727,-0.23799,-3.3955,-3.7746,-7.7025
-1.1955,-2.5803,0.042814,-0.69175,0.68221
-1.4115,-1.2949,0.21747,-2.6446,-3.8204
2.3677,0.050027,-0.55163,-0.49973,2.8447
0.20033,-0.52838,0.41396,-0.18672,3.7066
2.7836,1.7524,2.1042,0.45891,1.6295
0.52997,-1.223,-3.5462,-1.2145,-3.8301
1.331,-0.41032,0.977,1.927,1.0166
-2.0446,-0.57341,0.5769,3.7139,0.94357
-0.15363,3.517,2.1402,5.7189,3.9349
-5.1513,-3.949,-3.1054,2.3196,-0.89227
4.9407,-0.77881,4.4808,0.7751,0.65957
-4.0395,0.87561,-3.1593,-2.3719,-4.3751
2.8846,2.2706,4.5622,3.026,1.0535
-1.9733,-1.246,-3.8788,-3.6606,-5.2584
0.42069,-0.2637,0.4642,-2.2325,0.9987
1.5783,1.6236,-1.0196,-2.5501,2.1706
-0.35394,-5.6872,-4.0095,0.97826,-0.38273
-0.62982,-1.8687,-1.5442,-1.9105,-2.2179
0.44561,2.1142,2.7221,-0.31263,2.3001
5.1872,1.108,2.0195,0.4225,2.9881
5.783,3.3657,2.7392,4.8009,4.4725
-0.18289,-0.018695,1.0447,-0.046661,1.1434
-3.9448,-0.85309,-0.54944,-1.8589,-3.5426
-2.6902,-0.88971,-1.2763,-2.4508,-2.8581
-2.0309,-0.82128,2.2827,2.1938,1.4703
1.6933,-0.29313,-2.4748,-0.012215,2.1583
-0.70414,0.65979,-3.2318,-4.9943,-2.1335
1.2088,-0.83373,0.25878,-0.74738,0.74932
-2.4224,-1.94,-2.1387,-0.52695,-5.1456
1.3333,2.5976,2.4764,0.77085,0.36161
-2.3283,-1.8553,-1.8305,-0.74576,-3.3849
2.3684,0.24675,5.2464,1.3005,1.6652
-0.45848,1.9042,-1.7998,0.18108,1.4343
0.53638,0.74664,1.4482,1.1774,1.0265
0.86019,1.4045,1.4433,-0.56967,3.8323
-2.8142,-2.3449,-3.0762,-2.1538,-2.4602
0.25572,-3.07,-0.54008,0.96164,0.80299
-0.36976,-1.5555,-2.2167,-0.13333,-0.44955
1.6195,-0.80185,2.4899,3.0523,2.3304
-4.1711,-2.4142,-5.6004,-3.8567,-5.5366
0.38473,0.9341,0.54833,-0.024343,-0.0084707
-2.115,-1.4315,-1.2867,-1.1804,-0.21365
-0.16068,0.25438,-1.3439,-0.43632,0.82374
0.2551,0.74272,1.8279,6.1308,3.7485
2.1067,5.1615,6.0698,5.9886,5.3963
3.357,1.4919,2.0697,-0.073213,-1.117
-5.6742,-3.1061,-4.274,-3.641,-1.9751
2.6343,1.0982,1.3091,2.1129,2.9117
-1.3396,-1.0428,0.83531,2.841,2.6613
1.891,3.0926,1.6609,-1.7945,-2.4774
-1.3752,1.8391,4.458,1.8894,-0.86258
-0.30129,-0.97611,-0.26259,-1.9645,-3.2612
-2.9373,-3.4543,-5.2628,-0.67951,-0.13816
3.2018,-1.9436,1.3401,-0.0068603,-1.3383
-2.3548,-2.5933,-3.8745,1.0931,0.91181
1.6768,0.64991,1.6001,-1.5722,-1.6938
-0.74036,1.8415,1.4107,-2.7808,3.5476
1.4096,-0.21079,-0.81962,-2.1899,0.32199
-4.0518,-0.90871,-5.0346,1.3553,-2.1086
3.2511,-1.2119,2.3695,0.69199,0.89883
-2.4297,1.4931,-1.7878,-0.34025,-6.2727
4.62,3.3868,2.6993,0.46643,2.2156
-0.54725,-0.81213,-1.0374,2.4123,-0.2609
-0.40636,0.053918,0.17481,5.3296,1.0985
-1.8367,-0.36995,0.29909,-2.6456,-2.8415
0.41154,3.1445,0.40398,1.8958,0.51373
3.0262,2.5356,-0.5249,1.0139,-0.043289
1.3288,0.46346,-2.0292,-0.15855,0.53309
-1.2592,-0.81324,-1.8996,-2.3467,-0.77335
-3.6788,-1.5117,-2.692,-2.3062,-2.5633
-3.3423,-3.7266,-2.6326,-2.646,0.4805
-3.1543,-1.6359,0.67126,-0.20323,0.093984
3.8557,1.2269,3.4824,3.0428,3.7863
3.6334,1.5036,2.0364,4.927,6.1738
1.5782,1.4072,4.398,0.93406,2.4541
-3.1346,-2.6989,-2.0125,-1.5769,-0.30612
0.073859,-1.2095,0.20238,-4.0452,0.068504
4.2807,1.1312,3.4384,1.7725,-1.1571
0.063194,0.86882,1.0726,1.828,-0.38716
-3.1294,-1.5326,-5.8377,-3.2656,-5.4068
2.3175,0.15602,-1.239,0.9078,1.8487
2.9785,2.1892,-2.6696,-1.9305,-1.1804
-3.8236,2.5912,-0.51594,-1.9875,-2.931
-4.4171,-4.69,-3.2462,-0.11809,-0.90109
0.96939,-3.3196,0.21147,-2.0445,-1.0819
1.8759,-0.035686,3.7191,1.0596,4.6887
0.60598,1.786,2.3817,-0.41742,-3.782
-0.38444,0.6297,1.4528,3.2658,2.2652
2.271,0.95395,-0.51451,2.5229,3.7564
-0.26419,-0.94998,-4.5363,-3.8156,1.1629
0.051416,0.29987,-1.5827,-2.5426,-1.9755
1.6082,0.23246,-2.0743,-0.041479,1.0434
3.5562,4.828,2.232,2.243,3.4013
-0.49482,-0.64289,-1.6504,-2.4602,-4.7998
-1.1381,2.5777,3.5754,2.702,4.2417
1.6942,-1.3655,-1.8622,0.49074,-2.4797
-0.30285,-0.84909,3.6435,3.275,3.1152
-3.9917,-1.1816,-4.4315,-0.18688,-2.7606
3.656,0.97315,1.9818,-2.2477,1.4699
-0.45893,-2.0487,1.171,0.50775,-1.5649
1.3752,3.8474,2.8082,2.2307,5.5574
-1.8533,-3.073,-1.2393,0.44993,0.19433
1.4997,2.7377,3.019,1.5207,-1.0181
-1.206,-2.2009,-2.1458,1.5617,-0.19704
1.1653,-1.7762,-1.7697,-2.165,-2.1408
-4.227,-2.585,2.9483,-0.29583,0.62921
2.7764,2.5261,1.1033,-0.59136,-1.8553
-4.8374,-3.3299,-1.6301,-2.7207,1.8525
-1.1038,1.4108,0.90415,-0.84193,-1.5189
-2.5713,-0.38106,-3.5631,2.3114,-1.7837
-4.6739,-0.96803,-1.1618,-2.1778,-1.6164
-0.32623,2.3409,-1.6217,-0.73984,-1.1341
0.67857,-0.41894,-0.63709,1.2852,0.71075
3.5646,4.7873,2.7355,1.3367,3.2328
2.3509,2.2388,0.95419,0.49352,1.9417
-0.22903,1.5481,0.27684,-1.3878,-0.16615
-1.4277,-5.6284,-4.5908,0.75315,-1.0379
-0.30654,1.5777,-2.289,2.2871,0.7363
1.2807,1.1965,0.48859,0.34395,2.5167
2.2841,-0.2791,4.776,0.53598,-0.97123
3.377,0.87046,1.6694,2.2663,4.2855
0.83463,-2.0564,3.2318,-1.8121,-2.9695
-2.1899,0.33217,0.20473,-0.012502,1.2105
-2.0295,-0.67085,-5.5018,-6.3454,-3.5499
-0.91106,2.3633,-2.9727,-5.0955,-0.56841
0.3582,-2.3823,0.9307,-3.1635,2.7688
-4.3199,0.48104,-4.3496,-1.6548,-8.5965
0.35639,0.39474,-0.40818,-0.028337,-0.43173
1.8844,2.8443,-1.2393,-1.0955,-0.85675
-3.2382,2.128,2.6738,1.097,0.49362
3.0424,-0.89314,2.6799,7.7867,7.4752
2.081,0.22404,2.8755,2.2767,0.29784
-0.6307,0.97508,-0.20387,3.673,3.0434
-0.33495,2.3089,2.9106,1.9446,-0.20198
-0.71061,-0.28786,-2.4266,-2.2722,-2.4081
-1.56,-2.1695,-3.604,-2.4255,-5.2148
-1.3033,-1.0873,-1.356,-2.6532,-2.1764
2.3189,0.3627,1.6256,0.44214,-0.93484
-0.84511,1.1345,4.2114,1.633,0.84162
-0.98007,-0.97542,-1.0809,-2.4382,0.60057
1.0033,-2.4158,-2.2414,-0.64997,0.1232
-0.028455,-1.4882,2.7964,0.78214,2.6764
-2.5212,-0.36198,-4.114,-3.7104,-4.4018
1.2199,2.6893,-1.2193,-1.5577,0.73449
-1.1739,0.85779,-2.1438,1.9493,-1.2207
3.4496,-1.2949,-0.84476,2.3192,2.9397
-2.517,-0.97563,1.1276,3.4216,0.32853
-1.5742,-3.1039,-4.5362,-4.2515,-0.9972
-0.82473,0.22143,-2.4361,-0.1414,1.2998
3.9754,1.3007,4.3651,3.7801,7.3809
2.1656,1.5398,-0.77852,-0.54253,-4.2969
1.0371,3.1848,0.60505,0.54898,5.7156
-0.63138,0.67134,-1.3234,-1.4673,-2.5359
-0.63368,1.8379,0.25571,4.0628,3.3432
-1.1755,1.6996,2.434,-1.064,-2.2267
4.0105,4.5833,1.831,0.82146,2.1424
-7.6866,-0.42089,-3.2537,-1.1603,0.72478
2.68,1.1075,3.1462,3.592,0.95504
-4.9541,0.43119,-3.1043,-4.9203,-7.6988
0.97354,2.6202,1.176,-2.067,-0.48377
-0.84681,-1.8131,-2.4813,-0.069339,-2.2714
3.7977,-1.701,6.5718,3.3331,2.891
-0.67574,-1.4916,0.81344,0.24779,-2.9363
1.0328,1.5579,-1.1686,-1.7184,4.0336
-0.70008,-2.6844,-1.6058,-0.14145,1.2026
-0.92059,-0.12825,-0.30978,1.6928,-1.4368
0.59986,2.4841,-0.96353,-4.8533,-1.8756
0.1679,-1.4813,-0.88354,4.3325,2.4159
0.82492,0.12547,-0.61651,-0.43851,-4.0327
-0.0094034,2.3533,3.1569,1.3952,0.444
4.9105,0.21534,1.3132,4.0361,2.368
-5.2597,-3.186,-1.8773,-0.64738,-3.0634
2.1421,-1.2056,-1.7553,3.5115,3.6271
-2.708,-1.0865,-3.9129,-3.6241,-3.2595
-2.6868,-2.3014,-1.8869,-2.7785,-1.0765
-1.0718,-1.2108,0.6102,2.9353,2.8104
4.083,5.142,4.0387,3.3785,4.2192
-0.77789,1.6416,-0.60437,-3.5517,-2.4111
-2.0437,-3.1098,0.28299,-2.2811,1.2172
-0.75795,-1.3656,-2.7494,-2.9946,-2.9142
2.5658,-0.55576,0.76209,5.8512,6.1025
4.4041,2.2212,2.7411,0.20755,0.3914
0.26668,0.6653,-1.8294,-0.73308,-2.3786
-1.7138,0.36548,-1.3312,-1.5344,-1.7571
5.4646,1.9341,1.9828,2.8587,4.2778
-0.70709,0.21849,-1.6657,0.9042,-0.64462
-2.3281,0.54806,-2.3231,-2.1228,-4.028
1.6367,0.57062,4.6569,2.0338,3.8001
2.4003,2.1457,-1.1231,1.5246,-2.013
0.60734,-0.80043,-1.0746,1.02,0.60299
-3.9531,-1.2449,-5.1185,-3.3808,-4.5016
-1.7933,-1.5013,-0.71435,3.0084,1.9139
2.0184,1.5799,2.1407,-1.1195,3.1385
-5.8451,-1.4656,-1.5287,-1.5315,-2.8058
2.2735,3.5039,1.838,0.54705,0.66097
1.1309,4.4447,3.1821,0.95014,2.8814
-5.237,-2.5011,-4.3109,-2.885,-8.173
2.9724,-0.14278,1.7165,2.7898,2.0893
-0.41719,-1.885,-0.20733,-1.0027,1.2052
0.4862,-0.43647,-0.85773,1.0937,1.1526
-3.7231,0.679,2.2598,0.52906,-5.4811
1.0832,-2.1236,-1.8447,0.75093,-1.9068
2.4296,1.2336,0.56062,1.2497,4.1301
-1.6214,-0.6821,-0.88288,-0.21853,2.4096
0.9858,-3.0151,1.9055,1.446,0.10766
0.64348,2.662,-0.82649,-1.2462,0.11342
-2.0134,-2.0334,-3.4696,0.018195,-2.6597
-0.069037,-0.30274,2.4858,-1.7884,-0.53612
2.6842,1.9894,1.1576,0.058248,-0.43191
-1.7804,0.49012,-1.8387,-0.89209,0.16733
2.1228,0.26396,-3.6886,-2.1483,0.1321
2.1261,2.0925,0.56698,5.5436,3.9434
-1.6048,0.37835,-0.2505,2.5567,4.3694
0.6075,0.37931,-0.057956,-1.3221,-2.7943
-1.188,-0.31615,0.92527,-2.0463,-0.60045
2.7246,2.8793,4.3094,0.88651,7.6077
-2.5125,-0.88398,-1.8069,0.89875,-6.3951
3.7992,4.8866,2.1548,2.7267,2.3522
-3.9714,-2.317,0.15998,2.011,-2.7304
2.5714,-1.7956,2.1496,3.5154,3.7776
0.92871,1.4771,0.48213,-0.9306,-2.1157
-1.0022,-0.1692,-1.3428,-0.1825,3.4799
-1.1779,1.2369,0.44506,-0.32912,1.3428
0.27379,-1.0785,-2.4813,-0.82932,-0.036506
-5.0621,-3.5995,-5.3646,-6.5572,-6.5735
-1.2284,-5.4255,-1.6548,-4.2635,-3.3563
-2.0062,-2.7279,1.5462,3.195,0.67457
-0.41701,-0.18724,-1.1419,-1.8788,-2.1648
2.2048,0.30407,3.8597,-0.17507,2.0139
4.558,0.61348,2.3648,-0.62496,-2.0294
-0.25952,0.32049,1.9549,2.4091,1.5425
-0.63289,3.319,-2.2857,-2.245,-0.80703
-5.5331,-2.8561,-5.137,-2.8556,-4.1791
1.0364,-0.07899,1.301,2.8785,0.80223
-0.12137,-2.7712,-2.38,-1.3681,0.43291
1.6876,-1.7018,5.5335,2.5065,3.0788
1.7706,0.41505,-0.19995,0.60106,-2.5767
3.1547,3.7056,1.6846,1.6405,3.423
-0.0091307,-0.55342,-0.97438,1.417,1.5821
-3.4729,-3.5372,-6.3026,-4.2739,-5.2539
-1.7211,-2.513,-3.5716,-2.4267,-0.61673
-1.4551,-2.0258,-3.997,-2.2488,-1.3016
3.7066,0.10167,1.3155,0.94024,2.2686
0.33129,0.14183,4.1225,2.0686,0.87542
-1.326,1.0121,-3.2561,4.1261,4.7996
2.3495,5.7316,4.2132,-0.51614,1.5221
0.070845,-0.96523,2.266,1.5511,4.5977
-0.94761,2.3871,0.96464,-2.8934,0.70682
-0.97474,0.45253,-0.93442,-0.82219,-0.79532
2.4528,-0.086611,6.4599,3.4748,0.93134
0.0137,1.8562,2.3728,2.1805,0.25447
1.9953,2.8219,-2.4448,0.48865,0.19798
-4.4078,-4.1894,-4.1742,-1.957,-7.795
-1.7196,-3.2387,-5.476,-3.8602,-4.3787
1.4651,2.0205,0.90416,0.071515,0.9655
-2.8,-1.8955,-4.0159,-0.41033,-1.6327
1.3461,0.44682,0.80526,1.4638,2.0562
-0.47787,-0.32475,1.6102,1.0024,0.20446
-2.1586,-1.5141,-0.82914,1.4748,0.29143
-0.64156,-1.518,2.3181,-0.30012,3.1099
1.6686,1.1184,1.0749,3.3307,3.4731
-2.1193,-0.6455,-2.6728,-2.3865,-6.6646
1.3741,0.76863,1.1525,-1.7106,-1.0287
-1.4262,-1.4595,-2.9674,0.88741,0.5619
4.2316,3.3786,4.3962,1.5703,2.0509
-1.3283,-3.6395,-2.1128,-0.33077,0.043931
2.7181,-0.88375,2.7232,4.5231,3.4011
4.6992,4.5807,4.2792,-1.2383,4.3188
-6.11,-2.1597,-0.034231,-1.5964,-1.8533
-0.26593,-1.2409,-4.2263,-2.9398,-2.8058
-1.2451,-2.313,-0.89191,-1.7035,-0.33846
2.2601,1.27,2.8372,0.84634,1.2833
0.40107,3.1419,2.8635,2.1242,2.7891
-5.0371,-4.1368,-5.9594,-0.20662,-2.4871
4.2598,3.5995,3.561,2.4122,2.9055
-3.3488,-3.3266,0.18297,0.52947,-1.5699
-0.52648,1.8965,-1.8339,-0.14407,3.2047
1.2648,-0.17104,0.88575,-0.25445,1.9557
-3.8279,-3.9883,-5.7842,-3.4891,-3.9594
-1.2665,-0.43742,1.3492,-2.7477,-1.7531
0.60371,2.5481,-0.55097,-0.61271,-3.4517
-1.0468,-1.9482,-1.5133,-0.50395,-2.7662
-0.40283,-3.1236,-1.0823,1.7034,-1.0544
-0.14748,2.0402,2.7217,2.5127,2.1425
-0.60552,-2.5396,0.36265,0.32054,1.8481
0.77233,0.43896,0.092945,1.4837,-0.76095
0.97468,-1.7155,5.2731,2.075,0.64114
1.4535,2.1849,0.063978,0.44019,3.875
0.70945,-1.6436,0.0094251,0.97094,-2.3901
